image_name,Annotator 1,Annotator 2,Annotator 3,Final labelling
MAMN (886).jpg,neutral,neutral,neutral,neutral
osage (206).jpg,negative,negative,negative,negative
KAM(1206).jpg,negative,negative,negative,negative
MAMN (870).jpg,neutral,neutral,neutral,neutral
KAM(1352).jpg,positive,positive,positive,positive
dirty (70).jpg,negative,negative,negative,negative
kiwi (78).jpg,positive,positive,positive,positive
KAM (232).png,positive,positive,positive,positive
KAM (734).jpg,positive,positive,negative,positive
grape (318).jpg,negative,negative,negative,negative
avocados (250).jpg,negative,negative,negative,negative
avocados (7).jpg,negative,negative,negative,negative
apple (44).jpg,positive,positive,positive,positive
KAM (566).jpg,positive,positive,positive,positive
kiwi (181).jpg,negative,negative,negative,negative
KAM(127).jpg,negative,negative,negative,negative
avocados (719).jpg,negative,negative,negative,negative
MAMN (1773).jpg,neutral,neutral,neutral,neutral
KAM(1127).jpg,positive,positive,positive,positive
KAM(1069).jpg,positive,positive,positive,positive
KAM (212).png,positive,positive,positive,positive
kiwi (223).jpg,negative,negative,negative,negative
osage (372).jpg,negative,negative,negative,negative
papaya (100).jpg,negative,negative,negative,negative
violance (56).jpg,negative,negative,negative,negative
MAMN (760).jpg,neutral,neutral,neutral,neutral
grape (204).jpg,neutral,neutral,neutral,neutral
avocados (139).jpg,negative,negative,negative,negative
KAM (197).png,negative,negative,negative,negative
KAM (100).jpg,positive,positive,positive,positive
osage (199).jpg,negative,negative,negative,negative
MAMN (625).jpg,neutral,neutral,neutral,neutral
KAM(306).jpg,negative,negative,negative,negative
MAMN (793).jpg,neutral,neutral,neutral,neutral
MAMN (1027).jpg,neutral,neutral,neutral,neutral
KAM(967).jpg,negative,negative,negative,negative
grape (123).jpg,negative,negative,negative,negative
MAMN (435).jpg,neutral,neutral,neutral,neutral
KAM(87).jpg,positive,positive,positive,positive
KAM(186).png,negative,negative,negative,negative
KAM (79).png,positive,positive,positive,positive
KAM(1183).jpg,positive,positive,positive,positive
apple (218).jpg,negative,negative,negative,negative
dirty (97).jpg,negative,negative,negative,negative
KAM(79).png,positive,positive,positive,positive
KAM (102).png,positive,positive,positive,positive
yellow (249).jpg,negative,negative,negative,negative
KAM (62).jpg,positive,positive,positive,positive
MAMN (26).png,neutral,neutral,neutral,neutral
KAM(32).jpg,negative,negative,negative,negative
kiwi (295).jpg,negative,negative,negative,negative
yellow (260).jpg,neutral,neutral,neutral,neutral
MAMN (1349).jpg,neutral,neutral,neutral,neutral
MAMN (416).jpg,neutral,neutral,neutral,neutral
MAMN (443).jpg,neutral,neutral,neutral,neutral
MAMN (1039).jpg,neutral,neutral,neutral,neutral
dirty (98).jpg,negative,negative,negative,negative
avocados (95).jpg,negative,negative,negative,negative
osage (380).jpg,negative,negative,negative,negative
MAMN (507).jpg,neutral,neutral,neutral,neutral
KAM(1105).jpg,positive,positive,positive,positive
MAMN (549).jpg,neutral,neutral,neutral,neutral
KAM(519).jpg,positive,positive,positive,positive
grape (64).jpg,neutral,neutral,neutral,neutral
osage (24).jpg,neutral,neutral,neutral,neutral
KAM(215).jpg,positive,positive,positive,positive
KAM(522).jpg,negative,negative,negative,negative
yellow (146).jpg,negative,negative,negative,negative
KAM (14).png,positive,positive,positive,positive
MAMN (379).jpg,neutral,neutral,neutral,neutral
avocados (294).jpg,negative,negative,negative,negative
KAM (330).jpg,positive,positive,positive,positive
MAMN (1830).jpg,neutral,neutral,neutral,neutral
dirty (54).jpg,negative,negative,negative,negative
MAMN (1224).jpg,neutral,neutral,neutral,neutral
avocados (114).jpg,negative,negative,negative,negative
kiwi (239).jpg,negative,negative,negative,negative
KAM(574).jpg,positive,positive,positive,positive
KAM(188).jpg,positive,positive,positive,positive
MAMN (666).jpg,neutral,neutral,neutral,neutral
MAMN (388).jpg,neutral,neutral,neutral,neutral
MAMN (1108).jpg,neutral,neutral,neutral,neutral
apple (201).jpg,negative,negative,negative,negative
osage (266).jpg,negative,negative,negative,negative
MAMN (404).jpg,neutral,neutral,neutral,neutral
KAM (301).jpg,negative,negative,negative,negative
MAMN (1168).jpg,neutral,neutral,neutral,neutral
grape (62).jpg,negative,negative,negative,negative
MAMN (1371).jpg,neutral,neutral,neutral,neutral
MAMN (1333).jpg,neutral,neutral,neutral,neutral
KAM (76).jpg,positive,positive,positive,positive
papaya (143).jpg,negative,negative,negative,negative
MAMN (601).jpg,neutral,neutral,neutral,neutral
dirty (57).jpg,negative,negative,negative,negative
MAMN (333).jpg,neutral,neutral,neutral,neutral
MAMN (997).jpg,neutral,neutral,neutral,neutral
KAM(122).png,positive,positive,positive,positive
KAM(96).png,positive,positive,positive,positive
KAM (215).jpg,positive,positive,positive,positive
MAMN (1540).jpg,neutral,neutral,neutral,neutral
MAMN (445).jpg,neutral,neutral,neutral,neutral
MAMN (1029).jpg,neutral,neutral,neutral,neutral
KAM(848).jpg,positive,positive,positive,positive
yellow (331).jpg,negative,negative,negative,negative
MAMN (1286).jpg,neutral,neutral,neutral,neutral
MAMN (1006).jpg,neutral,neutral,neutral,neutral
avocados (216).jpg,positive,positive,positive,positive
grape (15).jpg,positive,positive,positive,positive
KAM(330).jpg,positive,positive,positive,positive
KAM(621).jpg,positive,positive,positive,positive
MAMN (816).jpg,neutral,neutral,neutral,neutral
MAMN (1663).jpg,neutral,neutral,neutral,neutral
MAMN (783).jpg,neutral,neutral,neutral,neutral
KAM (429).jpg,positive,positive,positive,positive
avocados (559).jpg,neutral,neutral,neutral,neutral
KAM (563).jpg,positive,positive,positive,positive
yellow (442).jpg,negative,negative,negative,negative
osage (111).jpg,negative,negative,negative,negative
grape (5).jpg,positive,positive,positive,positive
avocados (179).jpg,negative,negative,negative,negative
MAMN (475).jpg,neutral,neutral,neutral,neutral
KAM (468).jpg,positive,positive,positive,positive
KAM(657).jpg,positive,positive,positive,positive
osage (400).jpg,negative,negative,negative,negative
KAM(370).jpg,positive,positive,positive,positive
KAM(929).jpg,positive,positive,positive,positive
KAM(92).jpg,positive,positive,positive,positive
osage (190).jpg,negative,negative,negative,negative
avocados (651).jpg,negative,negative,negative,negative
MAMN (42).png,neutral,neutral,neutral,neutral
KAM(531).jpg,negative,negative,negative,negative
KAM(1358).jpg,positive,positive,positive,positive
MAMN (1375).jpg,neutral,neutral,neutral,neutral
osage (179).jpg,negative,negative,negative,negative
MAMN (827).jpg,neutral,neutral,neutral,neutral
KAM (494).jpg,negative,negative,negative,negative
KAM(597).jpg,positive,positive,positive,positive
KAM(150).png,positive,positive,positive,positive
peach (58).jpg,negative,negative,negative,negative
MAMN (1091).jpg,neutral,neutral,neutral,neutral
KAM(373).jpg,positive,positive,positive,positive
MAMN (1812).jpg,neutral,neutral,neutral,neutral
avocados (577).jpg,neutral,neutral,neutral,neutral
avocados (259).jpg,negative,negative,negative,negative
KAM(1319).jpg,positive,positive,positive,positive
avocados (308).jpg,neutral,neutral,neutral,neutral
avocados (293).jpg,negative,negative,negative,negative
KAM(753).jpg,positive,positive,positive,positive
KAM(487).jpg,positive,positive,positive,positive
KAM(844).jpg,positive,positive,positive,positive
KAM(154).png,positive,positive,positive,positive
KAM (171).png,positive,positive,positive,positive
avocados (622).jpg,negative,negative,negative,negative
KAM (5).jpg,negative,negative,negative,negative
KAM (194).png,positive,positive,positive,positive
KAM(107).jpg,positive,positive,positive,positive
MAMN (1267).jpg,neutral,neutral,neutral,neutral
MAMN (1019).jpg,neutral,neutral,neutral,neutral
KAM(907).jpg,positive,positive,positive,positive
yellow (82).jpg,negative,negative,negative,negative
osage (61).jpg,positive,positive,positive,positive
KAM (565).jpg,positive,positive,positive,positive
KAM(446).jpg,positive,positive,positive,positive
KAM (214).png,negative,negative,negative,negative
KAM (8).png,negative,negative,negative,negative
avocados (171).jpg,negative,negative,negative,negative
grape (258).jpg,negative,negative,negative,negative
KAM (405).jpg,positive,positive,positive,positive
MAMN (661).jpg,neutral,neutral,neutral,neutral
MAMN (1975).jpg,neutral,neutral,neutral,neutral
KAM(220).jpg,positive,positive,positive,positive
KAM(1194).jpg,positive,positive,positive,positive
avocados (411).jpg,negative,negative,negative,negative
MAMN (589).jpg,neutral,neutral,neutral,neutral
KAM(1275).jpg,negative,negative,negative,negative
apple (49).jpg,negative,negative,negative,negative
MAMN (495).jpg,neutral,neutral,neutral,neutral
KAM (383).jpg,positive,positive,positive,positive
MAMN (1556).jpg,neutral,neutral,neutral,neutral
MAMN (1419).jpg,neutral,neutral,neutral,neutral
MAMN (1321).jpg,neutral,neutral,neutral,neutral
KAM (446).jpg,positive,positive,positive,positive
avocados (166).jpg,negative,negative,negative,negative
KAM (147).jpg,negative,negative,negative,negative
MAMN (590).jpg,neutral,neutral,neutral,neutral
KAM(72).jpg,positive,positive,positive,positive
yellow (552).jpg,negative,negative,negative,negative
grape (210).jpg,neutral,neutral,neutral,neutral
MAMN (2062).jpg,neutral,neutral,neutral,neutral
violance (55).jpg,negative,negative,negative,negative
yellow (135).jpg,negative,neutral,negative,negative
avocados (229).jpg,negative,negative,negative,negative
osage (238).jpg,positive,negative,negative,negative
KAM(846).jpg,positive,positive,positive,positive
avocados (52).jpg,negative,negative,negative,negative
MAMN (519).jpg,neutral,neutral,neutral,neutral
yellow (255).jpg,negative,negative,negative,negative
MAMN (1331).jpg,neutral,neutral,neutral,neutral
avocados (173).jpg,negative,negative,positive,negative
peach (48).jpg,positive,positive,positive,positive
osage (182).jpg,negative,negative,negative,negative
KAM (89).png,positive,positive,positive,positive
osage (304).jpg,positive,positive,positive,positive
MAMN (789).jpg,neutral,positive,neutral,neutral
KAM(1217).jpg,positive,positive,positive,positive
papaya (40).jpg,negative,negative,negative,negative
MAMN (421).jpg,neutral,neutral,neutral,neutral
KAM(193).jpg,positive,positive,positive,positive
MAMN (523).jpg,neutral,neutral,neutral,neutral
peach (148).jpg,positive,negative,negative,negative
KAM (101).png,positive,positive,positive,positive
dirty (18).jpg,negative,negative,negative,negative
KAM(202).jpg,positive,positive,positive,positive
KAM(12).jpg,negative,negative,negative,negative
MAMN (954).jpg,neutral,neutral,neutral,neutral
avocados (233).jpg,negative,negative,negative,negative
KAM(151).png,positive,positive,positive,positive
MAMN (2113).jpg,neutral,neutral,neutral,neutral
osage (71).jpg,negative,negative,negative,negative
KAM(194).png,positive,positive,positive,positive
papaya (106).jpg,negative,neutral,negative,negative
kiwi (332).jpg,negative,negative,negative,negative
KAM (674).jpg,positive,positive,positive,positive
KAM (207).png,positive,positive,positive,positive
MAMN (737).jpg,neutral,neutral,negative,neutral
MAMN (1278).jpg,neutral,neutral,neutral,neutral
kiwi (252).jpg,negative,negative,negative,negative
KAM (336).jpg,positive,positive,positive,positive
MAMN (543).jpg,neutral,negative,neutral,neutral
MAMN (835).jpg,neutral,neutral,negative,neutral
KAM(475).jpg,negative,negative,negative,negative
kiwi (200).jpg,negative,negative,neutral,negative
KAM(674).jpg,positive,positive,positive,positive
kiwi (224).jpg,negative,negative,negative,negative
KAM(950).jpg,positive,positive,positive,positive
MAMN (1753).jpg,neutral,neutral,neutral,neutral
MAMN (29).png,neutral,neutral,neutral,neutral
KAM(1384).jpg,positive,positive,positive,positive
KAM (114).jpg,positive,positive,positive,positive
MAMN (2000).jpg,neutral,neutral,neutral,neutral
KAM (645).jpg,positive,positive,positive,positive
KAM(133).png,positive,positive,positive,positive
MAMN (2102).jpg,neutral,neutral,neutral,neutral
osage (135).jpg,negative,neutral,negative,negative
KAM(198).jpg,negative,negative,negative,negative
apple (139).jpg,positive,positive,positive,positive
KAM(123).jpg,positive,positive,positive,positive
MAMN (897).jpg,neutral,neutral,negative,neutral
peach (2).jpg,positive,positive,positive,positive
peach (172).jpg,negative,negative,negative,negative
MAMN (1859).jpg,neutral,neutral,neutral,neutral
MAMN (1389).jpg,negative,neutral,neutral,neutral
osage (70).jpg,negative,negative,negative,negative
avocados (566).jpg,positive,positive,positive,positive
MAMN (1809).jpg,neutral,neutral,neutral,neutral
MAMN (342).jpg,neutral,neutral,neutral,neutral
KAM (192).png,negative,negative,negative,negative
MAMN (1814).jpg,neutral,neutral,neutral,neutral
MAMN (1980).jpg,neutral,neutral,negative,neutral
kiwi (205).jpg,positive,positive,positive,positive
MAMN (1740).jpg,neutral,neutral,neutral,neutral
apple (111).jpg,positive,positive,positive,positive
KAM (345).jpg,negative,negative,negative,negative
KAM(1287).jpg,positive,positive,positive,positive
osage (249).jpg,negative,negative,negative,negative
avocados (530).jpg,negative,negative,negative,negative
MAMN (971).jpg,neutral,neutral,neutral,neutral
MAMN (713).jpg,neutral,negative,neutral,neutral
KAM(704).jpg,positive,positive,positive,positive
KAM (728).jpg,negative,negative,negative,negative
KAM (646).jpg,negative,negative,negative,negative
avocados (590).jpg,neutral,neutral,neutral,neutral
papaya (66).jpg,positive,positive,positive,positive
KAM(691).jpg,negative,negative,negative,negative
KAM(157).png,positive,positive,positive,positive
MAMN (1929).jpg,negative,neutral,neutral,neutral
KAM(385).jpg,positive,positive,positive,positive
osage (126).jpg,negative,negative,negative,negative
KAM (41).png,positive,positive,positive,positive
KAM(482).jpg,negative,negative,negative,negative
yellow (79).jpg,negative,negative,neutral,negative
KAM (14).jpg,positive,positive,positive,positive
MAMN (1593).jpg,neutral,neutral,neutral,neutral
KAM(394).jpg,neutral,positive,positive,positive
MAMN (1037).jpg,neutral,neutral,neutral,neutral
KAM(66).jpg,positive,positive,positive,positive
osage (259).jpg,negative,negative,negative,negative
MAMN (309).jpg,neutral,neutral,neutral,neutral
MAMN (1976).jpg,neutral,neutral,neutral,neutral
grape (18).jpg,positive,positive,positive,positive
KAM(354).jpg,positive,positive,positive,positive
dirty (114).jpg,negative,negative,negative,negative
KAM(1014).jpg,positive,positive,positive,positive
MAMN (643).jpg,neutral,neutral,neutral,neutral
MAMN (1902).jpg,neutral,positive,neutral,neutral
KAM(35).jpg,negative,neutral,negative,negative
peach (189).jpg,negative,negative,negative,negative
MAMN (1923).jpg,neutral,neutral,neutral,neutral
KAM(820).jpg,positive,positive,positive,positive
MAMN (995).jpg,neutral,neutral,neutral,neutral
KAM (4).png,negative,negative,negative,negative
osage (385).jpg,positive,negative,negative,negative
grape (149).jpg,negative,negative,negative,negative
avocados (706).jpg,negative,negative,negative,negative
MAMN (979).jpg,neutral,neutral,neutral,neutral
meme85.jpeg,negative,negative,negative,negative
avocados (301).jpg,neutral,neutral,neutral,neutral
KAM(1141).jpg,positive,positive,positive,positive
grape (85).jpg,negative,negative,negative,negative
MAMN (1213).jpg,neutral,neutral,neutral,neutral
KAM(549).jpg,positive,negative,positive,positive
grape (65).jpg,positive,neutral,positive,positive
KAM (612).jpg,positive,positive,positive,positive
dirty (110).jpg,negative,negative,negative,negative
MAMN (959).jpg,neutral,neutral,neutral,neutral
MAMN (1677).jpg,neutral,neutral,neutral,neutral
avocados (395).jpg,negative,negative,negative,negative
kiwi (316).jpg,positive,positive,positive,positive
dirty (59).jpg,negative,negative,negative,negative
apple (199).jpg,positive,positive,positive,positive
osage (361).jpg,negative,negative,negative,negative
apple (164).jpg,neutral,neutral,neutral,neutral
avocados (645).jpg,negative,negative,negative,negative
avocados (773).jpg,negative,negative,negative,negative
KAM(520).jpg,negative,positive,positive,positive
MAMN (955).jpg,neutral,neutral,neutral,neutral
KAM (703).jpg,positive,positive,positive,positive
MAMN (408).jpg,neutral,neutral,neutral,neutral
KAM (140).jpg,positive,positive,positive,positive
